,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
2910,Denmark,DNK,2021-02-25,555721.0,375066.0,180655.0,15115.0,14127.0,9.59,6.48,3.12,2439.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2911,Denmark,DNK,2021-02-26,592729.0,411070.0,181659.0,37008.0,17289.0,10.23,7.1,3.14,2985.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2912,Denmark,DNK,2021-02-27,600885.0,417744.0,183141.0,8156.0,16871.0,10.37,7.21,3.16,2913.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2913,Denmark,DNK,2021-02-28,613308.0,428739.0,184569.0,12423.0,17051.0,10.59,7.4,3.19,2944.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2914,Denmark,DNK,2021-03-01,634147.0,448521.0,185626.0,20839.0,17939.0,10.95,7.74,3.2,3097.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2915,Denmark,DNK,2021-03-02,652165.0,465233.0,186932.0,18018.0,18176.0,11.26,8.03,3.23,3138.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2916,Denmark,DNK,2021-03-03,666209.0,478244.0,187965.0,14044.0,17943.0,11.5,8.26,3.25,3098.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2917,Denmark,DNK,2021-03-04,685449.0,495666.0,189783.0,19240.0,18533.0,11.83,8.56,3.28,3200.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2918,Denmark,DNK,2021-03-05,707794.0,512317.0,195477.0,22345.0,16438.0,12.22,8.84,3.37,2838.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2919,Denmark,DNK,2021-03-06,726453.0,526963.0,199490.0,18659.0,17938.0,12.54,9.1,3.44,3097.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2920,Denmark,DNK,2021-03-07,742876.0,539032.0,203844.0,16423.0,18510.0,12.83,9.31,3.52,3196.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2921,Denmark,DNK,2021-03-08,758991.0,548655.0,210336.0,16115.0,17835.0,13.1,9.47,3.63,3079.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2922,Denmark,DNK,2021-03-09,777189.0,559582.0,217607.0,18198.0,17861.0,13.42,9.66,3.76,3084.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2923,Denmark,DNK,2021-03-10,796574.0,571659.0,224915.0,19385.0,18624.0,13.75,9.87,3.88,3215.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2924,Denmark,DNK,2021-03-11,809236.0,576249.0,232987.0,12662.0,17684.0,13.97,9.95,4.02,3053.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2925,Denmark,DNK,2021-03-12,823292.0,579626.0,243666.0,14056.0,16500.0,14.21,10.01,4.21,2849.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2926,Denmark,DNK,2021-03-13,833807.0,584165.0,249642.0,10515.0,15336.0,14.4,10.09,4.31,2648.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2927,Denmark,DNK,2021-03-14,844480.0,585400.0,259080.0,10673.0,14515.0,14.58,10.11,4.47,2506.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2928,Denmark,DNK,2021-03-15,857281.0,588236.0,269045.0,12801.0,14041.0,14.8,10.16,4.64,2424.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2929,Denmark,DNK,2021-03-16,873635.0,595068.0,278567.0,16354.0,13778.0,15.08,10.27,4.81,2379.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2930,Denmark,DNK,2021-03-17,893668.0,605844.0,287824.0,20033.0,13871.0,15.43,10.46,4.97,2395.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2931,Denmark,DNK,2021-03-18,915641.0,620564.0,295077.0,21973.0,15201.0,15.81,10.71,5.09,2624.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2932,Denmark,DNK,2021-03-19,935324.0,628414.0,306910.0,19683.0,16005.0,16.15,10.85,5.3,2763.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2933,Denmark,DNK,2021-03-20,943150.0,631364.0,311786.0,7826.0,15620.0,16.28,10.9,5.38,2697.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2934,Denmark,DNK,2021-03-21,952813.0,636332.0,316481.0,9663.0,15476.0,16.45,10.99,5.46,2672.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2935,Denmark,DNK,2021-03-22,964743.0,640414.0,324329.0,11930.0,15352.0,16.66,11.06,5.6,2650.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2936,Denmark,DNK,2021-03-23,978506.0,646530.0,331976.0,13763.0,14982.0,16.89,11.16,5.73,2587.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2937,Denmark,DNK,2021-03-24,1001917.0,656397.0,345520.0,23411.0,15464.0,17.3,11.33,5.97,2670.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2938,Denmark,DNK,2021-03-25,1018158.0,664138.0,354020.0,16241.0,14645.0,17.58,11.47,6.11,2528.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2939,Denmark,DNK,2021-03-26,1032247.0,670302.0,361945.0,14089.0,13846.0,17.82,11.57,6.25,2390.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2940,Denmark,DNK,2021-03-27,1045376.0,680291.0,365085.0,13129.0,14604.0,18.05,11.74,6.3,2521.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2941,Denmark,DNK,2021-03-28,1059005.0,691098.0,367907.0,13629.0,15170.0,18.28,11.93,6.35,2619.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2942,Denmark,DNK,2021-03-29,1083229.0,709069.0,374160.0,24224.0,16927.0,18.7,12.24,6.46,2922.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2943,Denmark,DNK,2021-03-30,1110999.0,730730.0,380269.0,27770.0,18928.0,19.18,12.62,6.57,3268.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2944,Denmark,DNK,2021-03-31,1133981.0,743820.0,390161.0,22982.0,18866.0,19.58,12.84,6.74,3257.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2945,Denmark,DNK,2021-04-01,1145142.0,747993.0,397149.0,11161.0,18141.0,19.77,12.91,6.86,3132.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2946,Denmark,DNK,2021-04-02,1157086.0,752880.0,404206.0,11944.0,17834.0,19.98,13.0,6.98,3079.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2947,Denmark,DNK,2021-04-03,1171398.0,765003.0,406395.0,14312.0,18003.0,20.22,13.21,7.02,3108.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2948,Denmark,DNK,2021-04-04,1184883.0,776701.0,408182.0,13485.0,17983.0,20.46,13.41,7.05,3105.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2949,Denmark,DNK,2021-04-05,1198490.0,789007.0,409483.0,13607.0,16466.0,20.69,13.62,7.07,2843.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2950,Denmark,DNK,2021-04-06,1220657.0,805011.0,415646.0,22167.0,15665.0,21.07,13.9,7.18,2704.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2951,Denmark,DNK,2021-04-07,1245566.0,821593.0,423973.0,24909.0,15941.0,21.5,14.18,7.32,2752.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2952,Denmark,DNK,2021-04-08,1267861.0,835280.0,432581.0,22295.0,17531.0,21.89,14.42,7.47,3027.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2953,Denmark,DNK,2021-04-09,1293049.0,851763.0,441286.0,25188.0,19423.0,22.32,14.71,7.62,3353.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2954,Denmark,DNK,2021-04-10,1315199.0,868505.0,446694.0,22150.0,20543.0,22.71,14.99,7.71,3547.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2955,Denmark,DNK,2021-04-11,1333943.0,883389.0,450554.0,18744.0,21294.0,23.03,15.25,7.78,3676.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2956,Denmark,DNK,2021-04-12,1439458.0,977362.0,462096.0,105515.0,34424.0,24.85,16.87,7.98,5943.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2957,Denmark,DNK,2021-04-13,1464206.0,995844.0,468362.0,24748.0,34793.0,25.28,17.19,8.09,6007.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2958,Denmark,DNK,2021-04-14,1486654.0,1007240.0,479414.0,22448.0,34441.0,25.67,17.39,8.28,5946.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2959,Denmark,DNK,2021-04-15,1510679.0,1022477.0,488202.0,24025.0,34688.0,26.08,17.65,8.43,5989.0,Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
2960,Dominica,DMA,2021-02-11,0.0,0.0,,,,0.0,0.0,,,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2961,Dominica,DMA,2021-02-12,,,,,205.0,,,,2848.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2962,Dominica,DMA,2021-02-13,,,,,205.0,,,,2848.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2963,Dominica,DMA,2021-02-14,,,,,205.0,,,,2848.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2964,Dominica,DMA,2021-02-15,,,,,205.0,,,,2848.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2965,Dominica,DMA,2021-02-16,,,,,205.0,,,,2848.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2966,Dominica,DMA,2021-02-17,,,,,205.0,,,,2848.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2967,Dominica,DMA,2021-02-18,,,,,205.0,,,,2848.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2968,Dominica,DMA,2021-02-19,,,,,205.0,,,,2848.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2969,Dominica,DMA,2021-02-20,,,,,205.0,,,,2848.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2970,Dominica,DMA,2021-02-21,,,,,205.0,,,,2848.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2971,Dominica,DMA,2021-02-22,,,,,205.0,,,,2848.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2972,Dominica,DMA,2021-02-23,2465.0,2465.0,,,205.0,3.42,3.42,,2848.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2973,Dominica,DMA,2021-02-24,,,,,344.0,,,,4778.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2974,Dominica,DMA,2021-02-25,4811.0,4811.0,,,482.0,6.68,6.68,,6695.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2975,Dominica,DMA,2021-02-26,,,,,538.0,,,,7473.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2976,Dominica,DMA,2021-02-27,,,,,594.0,,,,8251.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2977,Dominica,DMA,2021-02-28,,,,,650.0,,,,9029.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2978,Dominica,DMA,2021-03-01,7202.0,7202.0,,,706.0,10.0,10.0,,9807.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2979,Dominica,DMA,2021-03-02,8238.0,8238.0,,1036.0,825.0,11.44,11.44,,11460.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2980,Dominica,DMA,2021-03-03,9464.0,9464.0,,1226.0,832.0,13.15,13.15,,11557.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2981,Dominica,DMA,2021-03-04,10476.0,10476.0,,1012.0,809.0,14.55,14.55,,11238.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2982,Dominica,DMA,2021-03-05,11368.0,11368.0,,892.0,851.0,15.79,15.79,,11821.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2983,Dominica,DMA,2021-03-06,,,,,809.0,,,,11238.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2984,Dominica,DMA,2021-03-07,,,,,767.0,,,,10654.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2985,Dominica,DMA,2021-03-08,12275.0,12275.0,,,725.0,17.05,17.05,,10071.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2986,Dominica,DMA,2021-03-09,,,,,638.0,,,,8862.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2987,Dominica,DMA,2021-03-10,13135.0,13135.0,,,524.0,18.25,18.25,,7279.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2988,Dominica,DMA,2021-03-11,13565.0,13565.0,,430.0,441.0,18.84,18.84,,6126.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2989,Dominica,DMA,2021-03-12,,,,,336.0,,,,4667.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2990,Dominica,DMA,2021-03-13,,,,,316.0,,,,4389.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2991,Dominica,DMA,2021-03-14,,,,,295.0,,,,4098.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2992,Dominica,DMA,2021-03-15,,,,,275.0,,,,3820.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2993,Dominica,DMA,2021-03-16,,,,,236.0,,,,3278.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2994,Dominica,DMA,2021-03-17,,,,,197.0,,,,2736.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2995,Dominica,DMA,2021-03-18,,,,,158.0,,,,2195.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2996,Dominica,DMA,2021-03-19,,,,,158.0,,,,2195.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2997,Dominica,DMA,2021-03-20,,,,,158.0,,,,2195.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2998,Dominica,DMA,2021-03-21,,,,,158.0,,,,2195.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
2999,Dominica,DMA,2021-03-22,15304.0,15304.0,,,158.0,21.26,21.26,,2195.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
3000,Dominica,DMA,2021-03-23,,,,,171.0,,,,2375.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
3001,Dominica,DMA,2021-03-24,,,,,185.0,,,,2570.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
3002,Dominica,DMA,2021-03-25,16058.0,16058.0,,,198.0,22.31,22.31,,2750.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
3003,Dominica,DMA,2021-03-26,,,,,214.0,,,,2973.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
3004,Dominica,DMA,2021-03-27,,,,,230.0,,,,3195.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
3005,Dominica,DMA,2021-03-28,,,,,246.0,,,,3417.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
3006,Dominica,DMA,2021-03-29,,,,,262.0,,,,3639.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
3007,Dominica,DMA,2021-03-30,,,,,264.0,,,,3667.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
3008,Dominica,DMA,2021-03-31,17674.0,17674.0,,,267.0,24.55,24.55,,3709.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
3009,Dominica,DMA,2021-04-01,18112.0,17775.0,337.0,438.0,293.0,25.16,24.69,0.47,4070.0,Oxford/AstraZeneca,Government of Dominica,https://www.facebook.com/MinistryOfHealthDominica/posts/285300966446569
3010,Dominican Republic,DOM,2021-02-15,0.0,0.0,,,,0.0,0.0,,,Oxford/AstraZeneca; Sinovac,Ministry of Public Health,https://twitter.com/saludpublicard/status/1382524322565218305?s=21
3011,Dominican Republic,DOM,2021-02-16,385.0,385.0,,385.0,385.0,0.0,0.0,,35.0,Oxford/AstraZeneca; Sinovac,Ministry of Public Health,https://twitter.com/saludpublicard/status/1382524322565218305?s=21
3012,Dominican Republic,DOM,2021-02-17,1379.0,1379.0,,994.0,690.0,0.01,0.01,,64.0,Oxford/AstraZeneca; Sinovac,Ministry of Public Health,https://twitter.com/saludpublicard/status/1382524322565218305?s=21
3013,Dominican Republic,DOM,2021-02-18,5328.0,5328.0,,3949.0,1776.0,0.05,0.05,,164.0,Oxford/AstraZeneca; Sinovac,Ministry of Public Health,https://twitter.com/saludpublicard/status/1382524322565218305?s=21
3014,Dominican Republic,DOM,2021-02-19,10200.0,10200.0,,4872.0,2550.0,0.09,0.09,,235.0,Oxford/AstraZeneca; Sinovac,Ministry of Public Health,https://twitter.com/saludpublicard/status/1382524322565218305?s=21
3015,Dominican Republic,DOM,2021-02-20,13087.0,13087.0,,2887.0,2617.0,0.12,0.12,,241.0,Oxford/AstraZeneca; Sinovac,Ministry of Public Health,https://twitter.com/saludpublicard/status/1382524322565218305?s=21
3016,Dominican Republic,DOM,2021-02-21,14264.0,14264.0,,1177.0,2377.0,0.13,0.13,,219.0,Oxford/AstraZeneca; Sinovac,Ministry of Public Health,https://twitter.com/saludpublicard/status/1382524322565218305?s=21
3017,Dominican Republic,DOM,2021-02-22,,,,,2616.0,,,,241.0,Oxford/AstraZeneca; Sinovac,Ministry of Public Health,https://twitter.com/saludpublicard/status/1382524322565218305?s=21
3018,Dominican Republic,DOM,2021-02-23,,,,,3139.0,,,,289.0,Oxford/AstraZeneca; Sinovac,Ministry of Public Health,https://twitter.com/saludpublicard/status/1382524322565218305?s=21
3019,Dominican Republic,DOM,2021-02-24,26400.0,26400.0,,,3574.0,0.24,0.24,,329.0,Oxford/AstraZeneca; Sinovac,Ministry of Public Health,https://twitter.com/saludpublicard/status/1382524322565218305?s=21
3020,Dominican Republic,DOM,2021-02-25,,,,,3970.0,,,,366.0,Oxford/AstraZeneca; Sinovac,Ministry of Public Health,https://twitter.com/saludpublicard/status/1382524322565218305?s=21
3021,Dominican Republic,DOM,2021-02-26,,,,,4234.0,,,,390.0,Oxford/AstraZeneca; Sinovac,Ministry of Public Health,https://twitter.com/saludpublicard/status/1382524322565218305?s=21
3022,Dominican Republic,DOM,2021-02-27,,,,,4782.0,,,,441.0,Oxford/AstraZeneca; Sinovac,Ministry of Public Health,https://twitter.com/saludpublicard/status/1382524322565218305?s=21
3023,Dominican Republic,DOM,2021-02-28,,,,,5574.0,,,,514.0,Oxford/AstraZeneca; Sinovac,Ministry of Public Health,https://twitter.com/saludpublicard/status/1382524322565218305?s=21
3024,Dominican Republic,DOM,2021-03-01,60000.0,60000.0,,,5956.0,0.55,0.55,,549.0,Oxford/AstraZeneca; Sinovac,Ministry of Public Health,https://twitter.com/saludpublicard/status/1382524322565218305?s=21
3025,Dominican Republic,DOM,2021-03-02,105000.0,105000.0,,45000.0,11806.0,0.97,0.97,,1088.0,Oxford/AstraZeneca; Sinovac,Ministry of Public Health,https://twitter.com/saludpublicard/status/1382524322565218305?s=21
3026,Dominican Republic,DOM,2021-03-03,161827.0,161827.0,,56827.0,19347.0,1.49,1.49,,1783.0,Oxford/AstraZeneca; Sinovac,Ministry of Public Health,https://twitter.com/saludpublicard/status/1382524322565218305?s=21
3027,Dominican Republic,DOM,2021-03-04,227719.0,227719.0,,65892.0,27800.0,2.1,2.1,,2563.0,Oxford/AstraZeneca; Sinovac,Ministry of Public Health,https://twitter.com/saludpublicard/status/1382524322565218305?s=21
3028,Dominican Republic,DOM,2021-03-05,303490.0,303490.0,,75771.0,37664.0,2.8,2.8,,3472.0,Oxford/AstraZeneca; Sinovac,Ministry of Public Health,https://twitter.com/saludpublicard/status/1382524322565218305?s=21
3029,Dominican Republic,DOM,2021-03-06,375265.0,375265.0,,71775.0,46958.0,3.46,3.46,,4329.0,Oxford/AstraZeneca; Sinovac,Ministry of Public Health,https://twitter.com/saludpublicard/status/1382524322565218305?s=21
3030,Dominican Republic,DOM,2021-03-07,,,,,47768.0,,,,4403.0,Oxford/AstraZeneca; Sinovac,Ministry of Public Health,https://twitter.com/saludpublicard/status/1382524322565218305?s=21
3031,Dominican Republic,DOM,2021-03-08,400041.0,400041.0,,,48577.0,3.69,3.69,,4478.0,Oxford/AstraZeneca; Sinovac,Ministry of Public Health,https://twitter.com/saludpublicard/status/1382524322565218305?s=21
3032,Dominican Republic,DOM,2021-03-09,480237.0,480237.0,,80196.0,53605.0,4.43,4.43,,4942.0,Oxford/AstraZeneca; Sinovac,Ministry of Public Health,https://twitter.com/saludpublicard/status/1382524322565218305?s=21
